Place,District,Month,Season,Weekend,Weather,Visitor_Count_Level,Visitor_Type,Foreign_Tourists,Kids_Visitors,Senior_Citizens,Business_Activity
Lonavala,Pune,October,Post-Monsoon,Yes,Clear,High,Couples,No,Medium,Low,Medium
Elephanta Caves,Mumbai,October,Post-Monsoon,Yes,Pleasant,High,Couples,Yes,Medium,Low,Medium
Panchgani,Satara,April,Summer,Yes,Warm,Medium,Couples,No,High,Low,High
Elephanta Caves,Mumbai,May,Summer,Yes,Hot,Medium,Couples,Yes,High,Low,High
Pratapgad Fort,Satara,April,Summer,Yes,Warm,Medium,Families,No,High,Low,Medium
Panchgani,Satara,October,Post-Monsoon,No,Pleasant,Medium,Solo Travelers,No,Low,Low,Medium
Shani Shingnapur,Ahmednagar,February,Winter,Yes,Cool,High,Couples,No,Medium,High,Medium
Lonavala,Pune,August,Monsoon,Yes,Rainy,High,Couples,No,Medium,Low,Medium
Daulatabad Fort,Aurangabad,November,Post-Monsoon,No,Pleasant,Medium,Students,No,Low,Low,Medium
Matheran,Raigad,September,Monsoon,Yes,Rainy,Medium,Families,No,Medium,Low,Low
Matheran,Raigad,April,Summer,Yes,Humid,Medium,Families,No,High,Low,Low
Aga Khan Palace,Pune,May,Summer,Yes,Warm,Medium,Foreign Tourists,Yes,High,Low,High
Bhimashankar Temple,Pune,August,Monsoon,Yes,Humid,Medium,Families,No,Medium,High,High
Matheran,Raigad,January,Winter,No,Pleasant,Medium,Solo Travelers,No,Low,Low,High
Shani Shingnapur,Ahmednagar,October,Post-Monsoon,No,Clear,Medium,Couples,No,Low,High,Medium
Elephanta Caves,Mumbai,December,Winter,Yes,Cool,High,Families,Yes,Medium,Low,Medium
Aga Khan Palace,Pune,January,Winter,No,Pleasant,Medium,Foreign Tourists,Yes,Low,Low,Low
Pratapgad Fort,Satara,February,Winter,No,Pleasant,Medium,Families,No,Low,Low,High
Matheran,Raigad,August,Monsoon,Yes,Humid,Medium,Foreign Tourists,No,Medium,Low,High
Daulatabad Fort,Aurangabad,February,Winter,No,Pleasant,Medium,Solo Travelers,No,Low,Low,Low
Mahabaleshwar,Satara,April,Summer,Yes,Warm,Medium,Students,No,High,Low,High
Gateway of India,Mumbai,October,Post-Monsoon,Yes,Clear,High,Families,Yes,Medium,Low,High
Lonavala,Pune,October,Post-Monsoon,Yes,Clear,High,Foreign Tourists,No,Medium,Low,Low
Mahabaleshwar,Satara,March,Summer,No,Warm,Low,Solo Travelers,No,Medium,Low,Low
Matheran,Raigad,September,Monsoon,No,Rainy,Low,Students,No,Low,Low,Medium
Khandala,Pune,November,Post-Monsoon,No,Pleasant,Medium,Foreign Tourists,No,Low,Low,Low
Daulatabad Fort,Aurangabad,March,Summer,No,Hot,Low,Solo Travelers,No,Medium,Low,High
Tarkarli Beach,Sindhudurg,April,Summer,No,Warm,Low,Couples,No,Medium,Low,High
Pratapgad Fort,Satara,June,Monsoon,Yes,Humid,Medium,Solo Travelers,No,Medium,Low,Medium
Elephanta Caves,Mumbai,August,Monsoon,Yes,Rainy,Medium,Students,No,Medium,Low,Low
Trimbakeshwar Temple,Nashik,January,Winter,No,Pleasant,Medium,Solo Travelers,No,Low,High,Medium
Gateway of India,Mumbai,November,Post-Monsoon,No,Clear,Medium,Families,Yes,Low,Low,Low
Gateway of India,Mumbai,May,Summer,Yes,Warm,Medium,Foreign Tourists,Yes,High,Low,High
Elephanta Caves,Mumbai,December,Winter,No,Cool,Medium,Foreign Tourists,Yes,Low,Low,High
Matheran,Raigad,November,Post-Monsoon,Yes,Clear,High,Solo Travelers,No,Medium,Low,Medium
Bhimashankar Temple,Pune,January,Winter,No,Pleasant,Medium,Families,No,Low,High,High
Elephanta Caves,Mumbai,November,Post-Monsoon,Yes,Clear,High,Couples,Yes,Medium,Low,High
Shirdi,Ahmednagar,January,Winter,Yes,Pleasant,High,Families,No,Medium,High,Low
Matheran,Raigad,December,Winter,Yes,Pleasant,High,Couples,No,Medium,Low,Low
Matheran,Raigad,September,Monsoon,No,Rainy,Low,Students,No,Low,Low,Low
Mahabaleshwar,Satara,December,Winter,Yes,Pleasant,High,Families,No,Medium,Low,Low
Shani Shingnapur,Ahmednagar,November,Post-Monsoon,Yes,Clear,High,Solo Travelers,No,Medium,High,High
Sindhudurg Fort,Sindhudurg,October,Post-Monsoon,No,Pleasant,Medium,Foreign Tourists,No,Low,Low,Low
Pratapgad Fort,Satara,January,Winter,No,Pleasant,Medium,Foreign Tourists,No,Low,Low,Medium
Ajanta Caves,Aurangabad,June,Monsoon,No,Rainy,Low,Solo Travelers,No,Low,Low,Medium
Ellora Caves,Aurangabad,October,Post-Monsoon,No,Clear,Medium,Couples,Yes,Low,Low,Low
Trimbakeshwar Temple,Nashik,March,Summer,No,Hot,Low,Solo Travelers,No,Medium,High,Low
Daulatabad Fort,Aurangabad,October,Post-Monsoon,Yes,Pleasant,High,Students,No,Medium,Low,High
Daulatabad Fort,Aurangabad,October,Post-Monsoon,No,Pleasant,Medium,Solo Travelers,No,Low,Low,Medium
Gateway of India,Mumbai,December,Winter,Yes,Cool,High,Couples,Yes,Medium,Low,High
Lonavala,Pune,February,Winter,Yes,Pleasant,High,Students,No,Medium,Low,High
Daulatabad Fort,Aurangabad,November,Post-Monsoon,No,Clear,Medium,Couples,No,Low,Low,Medium
Shani Shingnapur,Ahmednagar,January,Winter,No,Pleasant,Medium,Foreign Tourists,No,Low,High,Medium
Ellora Caves,Aurangabad,October,Post-Monsoon,No,Pleasant,Medium,Solo Travelers,Yes,Low,Low,Low
Kaas Plateau,Satara,March,Summer,Yes,Hot,Medium,Families,No,High,Low,Medium
Aga Khan Palace,Pune,August,Monsoon,No,Rainy,Low,Foreign Tourists,No,Low,Low,Low
Kaas Plateau,Satara,November,Post-Monsoon,No,Clear,Medium,Solo Travelers,No,Low,Low,Medium
Tarkarli Beach,Sindhudurg,June,Monsoon,No,Humid,Low,Foreign Tourists,No,Low,Low,Medium
Lonavala,Pune,May,Summer,No,Humid,Low,Solo Travelers,No,Medium,Low,High
Pratapgad Fort,Satara,December,Winter,Yes,Cool,High,Solo Travelers,No,Medium,Low,Medium
Lonavala,Pune,August,Monsoon,No,Humid,High,Families,No,Low,Low,Medium
Mahabaleshwar,Satara,January,Winter,No,Pleasant,Medium,Solo Travelers,No,Low,Low,High
Tarkarli Beach,Sindhudurg,October,Post-Monsoon,No,Pleasant,Medium,Students,No,Low,Low,High
Elephanta Caves,Mumbai,June,Monsoon,Yes,Rainy,Medium,Foreign Tourists,No,Medium,Low,Low
Gateway of India,Mumbai,January,Winter,No,Pleasant,Medium,Families,Yes,Low,Low,High
Shirdi,Ahmednagar,August,Monsoon,No,Humid,Low,Foreign Tourists,No,Low,High,Low
Elephanta Caves,Mumbai,October,Post-Monsoon,No,Pleasant,Medium,Foreign Tourists,Yes,Low,Low,High
Mahabaleshwar,Satara,May,Summer,No,Humid,Low,Students,No,Medium,Low,High
Bhimashankar Temple,Pune,July,Monsoon,Yes,Humid,Medium,Foreign Tourists,No,Medium,High,Medium
Bhimashankar Temple,Pune,May,Summer,No,Humid,Low,Families,No,Medium,High,High
Matheran,Raigad,December,Winter,Yes,Pleasant,High,Students,No,Medium,Low,High
Panchgani,Satara,September,Monsoon,Yes,Humid,Medium,Students,No,Medium,Low,Medium
Panchgani,Satara,May,Summer,Yes,Hot,Medium,Couples,No,High,Low,High
Gateway of India,Mumbai,August,Monsoon,No,Rainy,Low,Foreign Tourists,No,Low,Low,High
Elephanta Caves,Mumbai,January,Winter,No,Pleasant,Medium,Solo Travelers,Yes,Low,Low,High
Raigad Fort,Raigad,April,Summer,Yes,Hot,Medium,Couples,No,High,Low,High
Daulatabad Fort,Aurangabad,August,Monsoon,Yes,Humid,Medium,Families,No,Medium,Low,Medium
Bhimashankar Temple,Pune,January,Winter,Yes,Cool,High,Foreign Tourists,No,Medium,High,High
Khandala,Pune,June,Monsoon,Yes,Humid,High,Families,No,Medium,Low,Low
Ellora Caves,Aurangabad,August,Monsoon,Yes,Rainy,Medium,Foreign Tourists,No,Medium,Low,High
Ajanta Caves,Aurangabad,February,Winter,No,Pleasant,Medium,Foreign Tourists,Yes,Low,Low,Medium
Sindhudurg Fort,Sindhudurg,March,Summer,No,Humid,Low,Families,No,Medium,Low,High
Daulatabad Fort,Aurangabad,October,Post-Monsoon,No,Clear,Medium,Students,No,Low,Low,Low
Kaas Plateau,Satara,April,Summer,No,Humid,Low,Families,No,Medium,Low,Medium
Tarkarli Beach,Sindhudurg,March,Summer,Yes,Humid,Medium,Families,No,High,Low,High
Matheran,Raigad,February,Winter,Yes,Cool,High,Families,No,Medium,Low,Low
Gateway of India,Mumbai,September,Monsoon,No,Humid,Low,Solo Travelers,No,Low,Low,High
Ellora Caves,Aurangabad,December,Winter,Yes,Pleasant,High,Couples,Yes,Medium,Low,High
Tarkarli Beach,Sindhudurg,March,Summer,No,Hot,Low,Students,No,Medium,Low,Medium
Ajanta Caves,Aurangabad,March,Summer,No,Warm,Low,Students,Yes,Medium,Low,Low
Daulatabad Fort,Aurangabad,May,Summer,Yes,Warm,Medium,Foreign Tourists,No,High,Low,Low
Trimbakeshwar Temple,Nashik,June,Monsoon,Yes,Humid,Medium,Families,No,Medium,High,Low
Bhimashankar Temple,Pune,November,Post-Monsoon,No,Pleasant,Medium,Foreign Tourists,No,Low,High,Low
Sindhudurg Fort,Sindhudurg,May,Summer,Yes,Warm,Medium,Foreign Tourists,No,High,Low,High
Matheran,Raigad,August,Monsoon,Yes,Rainy,Medium,Solo Travelers,No,Medium,Low,High
Panchgani,Satara,March,Summer,No,Hot,Low,Families,No,Medium,Low,High
Mahabaleshwar,Satara,January,Winter,Yes,Cool,High,Couples,No,Medium,Low,High
Elephanta Caves,Mumbai,November,Post-Monsoon,Yes,Pleasant,High,Students,Yes,Medium,Low,Medium
Tarkarli Beach,Sindhudurg,February,Winter,Yes,Cool,High,Foreign Tourists,No,Medium,Low,Low
Sindhudurg Fort,Sindhudurg,June,Monsoon,No,Humid,Low,Students,No,Low,Low,High
Matheran,Raigad,June,Monsoon,Yes,Humid,Medium,Couples,No,Medium,Low,Low
Bhimashankar Temple,Pune,March,Summer,No,Humid,Low,Solo Travelers,No,Medium,High,Medium
Shani Shingnapur,Ahmednagar,March,Summer,Yes,Hot,Medium,Couples,No,High,High,High
Khandala,Pune,August,Monsoon,Yes,Humid,High,Students,No,Medium,Low,Medium
Sindhudurg Fort,Sindhudurg,May,Summer,Yes,Hot,Medium,Students,No,High,Low,High
Ellora Caves,Aurangabad,February,Winter,Yes,Pleasant,High,Students,Yes,Medium,Low,Medium
Gateway of India,Mumbai,October,Post-Monsoon,No,Clear,Medium,Families,Yes,Low,Low,Low
Kaas Plateau,Satara,January,Winter,Yes,Cool,High,Foreign Tourists,No,Medium,Low,Medium
Trimbakeshwar Temple,Nashik,November,Post-Monsoon,No,Clear,Medium,Students,No,Low,High,Low
Matheran,Raigad,July,Monsoon,Yes,Humid,Medium,Foreign Tourists,No,Medium,Low,High
Lonavala,Pune,January,Winter,No,Cool,Medium,Couples,No,Low,Low,Medium
Kaas Plateau,Satara,February,Winter,Yes,Cool,High,Families,No,Medium,Low,High
Matheran,Raigad,August,Monsoon,No,Rainy,Low,Students,No,Low,Low,Medium
Ajanta Caves,Aurangabad,April,Summer,No,Hot,Low,Foreign Tourists,Yes,Medium,Low,Medium
Daulatabad Fort,Aurangabad,May,Summer,Yes,Humid,Medium,Solo Travelers,No,High,Low,High
Ellora Caves,Aurangabad,December,Winter,No,Cool,Medium,Students,Yes,Low,Low,Low
Mahabaleshwar,Satara,December,Winter,Yes,Pleasant,High,Couples,No,Medium,Low,Medium
Pratapgad Fort,Satara,January,Winter,Yes,Cool,High,Foreign Tourists,No,Medium,Low,High
Trimbakeshwar Temple,Nashik,November,Post-Monsoon,Yes,Pleasant,High,Students,No,Medium,High,Low
Tarkarli Beach,Sindhudurg,June,Monsoon,No,Humid,Low,Families,No,Low,Low,Low
Mahabaleshwar,Satara,September,Monsoon,No,Rainy,High,Couples,No,Low,Low,Medium
Trimbakeshwar Temple,Nashik,July,Monsoon,Yes,Humid,Medium,Solo Travelers,No,Medium,High,High
Sindhudurg Fort,Sindhudurg,June,Monsoon,Yes,Rainy,Medium,Foreign Tourists,No,Medium,Low,High
Lonavala,Pune,March,Summer,No,Humid,Low,Foreign Tourists,No,Medium,Low,Low
Gateway of India,Mumbai,October,Post-Monsoon,Yes,Pleasant,High,Students,Yes,Medium,Low,High
Matheran,Raigad,November,Post-Monsoon,Yes,Pleasant,High,Solo Travelers,No,Medium,Low,High
Raigad Fort,Raigad,December,Winter,No,Cool,Medium,Foreign Tourists,No,Low,Low,Low
Shirdi,Ahmednagar,May,Summer,Yes,Warm,Medium,Students,No,High,High,High
Matheran,Raigad,November,Post-Monsoon,Yes,Clear,High,Students,No,Medium,Low,Low
Mahabaleshwar,Satara,July,Monsoon,No,Humid,High,Foreign Tourists,No,Low,Low,Medium
Raigad Fort,Raigad,January,Winter,No,Cool,Medium,Students,No,Low,Low,High
Trimbakeshwar Temple,Nashik,January,Winter,Yes,Cool,High,Foreign Tourists,No,Medium,High,High
Panchgani,Satara,September,Monsoon,No,Rainy,Low,Solo Travelers,No,Low,Low,Medium
Matheran,Raigad,May,Summer,Yes,Hot,Medium,Couples,No,High,Low,High
Tarkarli Beach,Sindhudurg,December,Winter,Yes,Pleasant,High,Families,No,Medium,Low,High
Shani Shingnapur,Ahmednagar,July,Monsoon,Yes,Humid,Medium,Students,No,Medium,High,Medium
Aga Khan Palace,Pune,June,Monsoon,Yes,Rainy,Medium,Foreign Tourists,No,Medium,Low,Medium
Shirdi,Ahmednagar,July,Monsoon,Yes,Humid,Medium,Families,No,Medium,High,High
Mahabaleshwar,Satara,February,Winter,Yes,Cool,High,Couples,No,Medium,Low,Medium
Gateway of India,Mumbai,November,Post-Monsoon,Yes,Clear,High,Couples,Yes,Medium,Low,Low
Aga Khan Palace,Pune,November,Post-Monsoon,Yes,Pleasant,High,Families,Yes,Medium,Low,High
Mahabaleshwar,Satara,September,Monsoon,No,Humid,High,Students,No,Low,Low,Medium
Bhimashankar Temple,Pune,March,Summer,Yes,Humid,Medium,Couples,No,High,High,High
Shani Shingnapur,Ahmednagar,February,Winter,Yes,Cool,High,Families,No,Medium,High,Low
Gateway of India,Mumbai,April,Summer,No,Warm,Low,Couples,Yes,Medium,Low,Medium
Shani Shingnapur,Ahmednagar,June,Monsoon,No,Rainy,Low,Families,No,Low,High,Medium
Tarkarli Beach,Sindhudurg,February,Winter,Yes,Cool,High,Foreign Tourists,No,Medium,Low,Low
Kaas Plateau,Satara,November,Post-Monsoon,No,Clear,Medium,Students,No,Low,Low,Medium
Mahabaleshwar,Satara,September,Monsoon,Yes,Rainy,High,Solo Travelers,No,Medium,Low,High
Pratapgad Fort,Satara,May,Summer,No,Humid,Low,Families,No,Medium,Low,Medium
Panchgani,Satara,July,Monsoon,No,Humid,Low,Families,No,Low,Low,Medium
Daulatabad Fort,Aurangabad,April,Summer,Yes,Hot,Medium,Solo Travelers,No,High,Low,High
Bhimashankar Temple,Pune,October,Post-Monsoon,Yes,Pleasant,High,Families,No,Medium,High,Medium
Panchgani,Satara,January,Winter,No,Pleasant,Medium,Foreign Tourists,No,Low,Low,Low
Ajanta Caves,Aurangabad,February,Winter,Yes,Cool,High,Families,Yes,Medium,Low,Low
Panchgani,Satara,October,Post-Monsoon,Yes,Clear,High,Families,No,Medium,Low,High
Aga Khan Palace,Pune,May,Summer,No,Hot,Low,Solo Travelers,Yes,Medium,Low,Low
Panchgani,Satara,April,Summer,No,Warm,Low,Solo Travelers,No,Medium,Low,High
Shani Shingnapur,Ahmednagar,June,Monsoon,No,Humid,Low,Students,No,Low,High,High
Lonavala,Pune,September,Monsoon,No,Rainy,High,Couples,No,Low,Low,High
Matheran,Raigad,January,Winter,Yes,Pleasant,High,Foreign Tourists,No,Medium,Low,Low
Shirdi,Ahmednagar,November,Post-Monsoon,No,Pleasant,Medium,Foreign Tourists,No,Low,High,Medium
Bhimashankar Temple,Pune,March,Summer,No,Hot,Low,Solo Travelers,No,Medium,High,High
Bhimashankar Temple,Pune,April,Summer,No,Warm,Low,Solo Travelers,No,Medium,High,High
Sindhudurg Fort,Sindhudurg,August,Monsoon,No,Rainy,Low,Solo Travelers,No,Low,Low,Low
Lonavala,Pune,November,Post-Monsoon,Yes,Clear,High,Students,No,Medium,Low,Medium
Khandala,Pune,October,Post-Monsoon,No,Pleasant,Medium,Solo Travelers,No,Low,Low,Medium
Panchgani,Satara,April,Summer,No,Hot,Low,Couples,No,Medium,Low,Low
Shirdi,Ahmednagar,March,Summer,No,Warm,Low,Students,No,Medium,High,High
Khandala,Pune,January,Winter,No,Pleasant,Medium,Students,No,Low,Low,Medium
Gateway of India,Mumbai,December,Winter,Yes,Pleasant,High,Couples,Yes,Medium,Low,Low
Shirdi,Ahmednagar,August,Monsoon,Yes,Rainy,Medium,Couples,No,Medium,High,Medium
Raigad Fort,Raigad,February,Winter,Yes,Pleasant,High,Foreign Tourists,No,Medium,Low,Low
Shirdi,Ahmednagar,June,Monsoon,No,Humid,Low,Students,No,Low,High,Medium
Daulatabad Fort,Aurangabad,February,Winter,No,Pleasant,Medium,Families,No,Low,Low,High
Elephanta Caves,Mumbai,September,Monsoon,Yes,Rainy,Medium,Foreign Tourists,No,Medium,Low,Low
Ellora Caves,Aurangabad,March,Summer,No,Hot,Low,Students,Yes,Medium,Low,Low
Sindhudurg Fort,Sindhudurg,September,Monsoon,No,Rainy,Low,Foreign Tourists,No,Low,Low,High
Trimbakeshwar Temple,Nashik,March,Summer,No,Humid,Low,Couples,No,Medium,High,Medium
Daulatabad Fort,Aurangabad,January,Winter,Yes,Pleasant,High,Couples,No,Medium,Low,Medium
Aga Khan Palace,Pune,October,Post-Monsoon,Yes,Pleasant,High,Students,Yes,Medium,Low,High
Daulatabad Fort,Aurangabad,March,Summer,Yes,Warm,Medium,Solo Travelers,No,High,Low,Low
Elephanta Caves,Mumbai,January,Winter,Yes,Cool,High,Solo Travelers,Yes,Medium,Low,High
Kaas Plateau,Satara,October,Post-Monsoon,No,Clear,Medium,Foreign Tourists,No,Low,Low,Medium
Khandala,Pune,February,Winter,No,Cool,Medium,Families,No,Low,Low,Low
Ajanta Caves,Aurangabad,April,Summer,No,Hot,Low,Couples,Yes,Medium,Low,Medium
Kaas Plateau,Satara,October,Post-Monsoon,No,Pleasant,Medium,Families,No,Low,Low,High
Kaas Plateau,Satara,December,Winter,Yes,Cool,High,Solo Travelers,No,Medium,Low,Low
Ellora Caves,Aurangabad,November,Post-Monsoon,No,Clear,Medium,Families,Yes,Low,Low,Low
Elephanta Caves,Mumbai,October,Post-Monsoon,No,Pleasant,Medium,Students,Yes,Low,Low,High
Matheran,Raigad,June,Monsoon,No,Humid,Low,Foreign Tourists,No,Low,Low,High
Panchgani,Satara,August,Monsoon,No,Humid,Low,Students,No,Low,Low,Low
Lonavala,Pune,May,Summer,No,Hot,Low,Students,No,Medium,Low,Medium
Kaas Plateau,Satara,December,Winter,No,Cool,Medium,Solo Travelers,No,Low,Low,Low
Lonavala,Pune,March,Summer,No,Hot,Low,Couples,No,Medium,Low,Low
Sindhudurg Fort,Sindhudurg,November,Post-Monsoon,Yes,Pleasant,High,Couples,No,Medium,Low,Medium
Pratapgad Fort,Satara,September,Monsoon,No,Humid,Low,Families,No,Low,Low,Medium
Aga Khan Palace,Pune,August,Monsoon,No,Rainy,Low,Families,No,Low,Low,Medium
Lonavala,Pune,November,Post-Monsoon,No,Pleasant,Medium,Couples,No,Low,Low,High
Elephanta Caves,Mumbai,November,Post-Monsoon,No,Clear,Medium,Families,Yes,Low,Low,Low
Ajanta Caves,Aurangabad,October,Post-Monsoon,Yes,Pleasant,High,Families,Yes,Medium,Low,High
Aga Khan Palace,Pune,April,Summer,Yes,Humid,Medium,Families,Yes,High,Low,Medium
Lonavala,Pune,July,Monsoon,No,Rainy,High,Students,No,Low,Low,Low
Tarkarli Beach,Sindhudurg,October,Post-Monsoon,No,Pleasant,Medium,Foreign Tourists,No,Low,Low,Medium
Trimbakeshwar Temple,Nashik,April,Summer,No,Humid,Low,Students,No,Medium,High,High
Aga Khan Palace,Pune,May,Summer,Yes,Hot,Medium,Foreign Tourists,Yes,High,Low,Low
Matheran,Raigad,January,Winter,Yes,Pleasant,High,Solo Travelers,No,Medium,Low,Low
Gateway of India,Mumbai,January,Winter,No,Pleasant,Medium,Solo Travelers,Yes,Low,Low,High
Pratapgad Fort,Satara,August,Monsoon,No,Humid,Low,Foreign Tourists,No,Low,Low,Medium
Elephanta Caves,Mumbai,November,Post-Monsoon,Yes,Pleasant,High,Couples,Yes,Medium,Low,Medium
Khandala,Pune,October,Post-Monsoon,No,Clear,Medium,Solo Travelers,No,Low,Low,High
Pratapgad Fort,Satara,September,Monsoon,No,Humid,Low,Couples,No,Low,Low,High
Tarkarli Beach,Sindhudurg,February,Winter,Yes,Pleasant,High,Foreign Tourists,No,Medium,Low,High
Kaas Plateau,Satara,October,Post-Monsoon,No,Pleasant,Medium,Students,No,Low,Low,High
Khandala,Pune,April,Summer,Yes,Warm,Medium,Solo Travelers,No,High,Low,Medium
Shirdi,Ahmednagar,September,Monsoon,No,Humid,Low,Students,No,Low,High,Medium
Pratapgad Fort,Satara,February,Winter,No,Cool,Medium,Students,No,Low,Low,Low
Mahabaleshwar,Satara,June,Monsoon,No,Rainy,High,Students,No,Low,Low,Medium
Matheran,Raigad,November,Post-Monsoon,No,Pleasant,Medium,Couples,No,Low,Low,Medium
Daulatabad Fort,Aurangabad,March,Summer,No,Hot,Low,Solo Travelers,No,Medium,Low,Low
Kaas Plateau,Satara,July,Monsoon,No,Humid,Low,Foreign Tourists,No,Low,Low,High
Tarkarli Beach,Sindhudurg,August,Monsoon,Yes,Rainy,Medium,Families,No,Medium,Low,High
Sindhudurg Fort,Sindhudurg,December,Winter,Yes,Pleasant,High,Foreign Tourists,No,Medium,Low,High
Shirdi,Ahmednagar,December,Winter,Yes,Cool,High,Families,No,Medium,High,Low
Khandala,Pune,April,Summer,No,Warm,Low,Couples,No,Medium,Low,Low
Trimbakeshwar Temple,Nashik,August,Monsoon,Yes,Humid,Medium,Foreign Tourists,No,Medium,High,Medium
Khandala,Pune,April,Summer,No,Warm,Low,Families,No,Medium,Low,High
Ajanta Caves,Aurangabad,April,Summer,No,Warm,Low,Families,Yes,Medium,Low,Low
Shirdi,Ahmednagar,June,Monsoon,Yes,Rainy,Medium,Students,No,Medium,High,Low
Aga Khan Palace,Pune,May,Summer,No,Hot,Low,Couples,Yes,Medium,Low,Low
Bhimashankar Temple,Pune,May,Summer,No,Warm,Low,Solo Travelers,No,Medium,High,High
Ellora Caves,Aurangabad,September,Monsoon,No,Rainy,Low,Foreign Tourists,No,Low,Low,Medium
Tarkarli Beach,Sindhudurg,June,Monsoon,Yes,Humid,Medium,Students,No,Medium,Low,Medium
Elephanta Caves,Mumbai,October,Post-Monsoon,Yes,Pleasant,High,Families,Yes,Medium,Low,High
Kaas Plateau,Satara,January,Winter,Yes,Pleasant,High,Foreign Tourists,No,Medium,Low,High
Bhimashankar Temple,Pune,May,Summer,No,Warm,Low,Couples,No,Medium,High,High
Pratapgad Fort,Satara,June,Monsoon,No,Rainy,Low,Families,No,Low,Low,High
Shirdi,Ahmednagar,February,Winter,No,Pleasant,Medium,Solo Travelers,No,Low,High,High
Panchgani,Satara,June,Monsoon,Yes,Rainy,Medium,Students,No,Medium,Low,Low
Sindhudurg Fort,Sindhudurg,November,Post-Monsoon,No,Clear,Medium,Families,No,Low,Low,Medium
Raigad Fort,Raigad,January,Winter,No,Pleasant,Medium,Solo Travelers,No,Low,Low,Medium
Elephanta Caves,Mumbai,March,Summer,No,Warm,Low,Couples,Yes,Medium,Low,High
Sindhudurg Fort,Sindhudurg,October,Post-Monsoon,Yes,Pleasant,High,Couples,No,Medium,Low,High
Lonavala,Pune,July,Monsoon,Yes,Humid,High,Families,No,Medium,Low,Medium
Aga Khan Palace,Pune,April,Summer,No,Warm,Low,Students,Yes,Medium,Low,Medium
Trimbakeshwar Temple,Nashik,August,Monsoon,Yes,Humid,Medium,Students,No,Medium,High,Low
Aga Khan Palace,Pune,May,Summer,No,Hot,Low,Solo Travelers,Yes,Medium,Low,Low
Tarkarli Beach,Sindhudurg,June,Monsoon,Yes,Humid,Medium,Foreign Tourists,No,Medium,Low,Medium
Matheran,Raigad,December,Winter,No,Cool,Medium,Couples,No,Low,Low,Low
Sindhudurg Fort,Sindhudurg,March,Summer,No,Humid,Low,Families,No,Medium,Low,Medium
Bhimashankar Temple,Pune,August,Monsoon,Yes,Rainy,Medium,Couples,No,Medium,High,Medium
Panchgani,Satara,April,Summer,No,Warm,Low,Families,No,Medium,Low,High
Gateway of India,Mumbai,October,Post-Monsoon,Yes,Clear,High,Couples,Yes,Medium,Low,Medium
Trimbakeshwar Temple,Nashik,November,Post-Monsoon,No,Clear,Medium,Solo Travelers,No,Low,High,Low
Shani Shingnapur,Ahmednagar,July,Monsoon,No,Rainy,Low,Students,No,Low,High,Medium
Tarkarli Beach,Sindhudurg,October,Post-Monsoon,Yes,Pleasant,High,Students,No,Medium,Low,High
Lonavala,Pune,June,Monsoon,Yes,Humid,High,Families,No,Medium,Low,High
Pratapgad Fort,Satara,December,Winter,Yes,Cool,High,Couples,No,Medium,Low,Low
Daulatabad Fort,Aurangabad,March,Summer,Yes,Hot,Medium,Solo Travelers,No,High,Low,Low
Bhimashankar Temple,Pune,December,Winter,Yes,Cool,High,Solo Travelers,No,Medium,High,Medium
Raigad Fort,Raigad,August,Monsoon,No,Humid,Low,Couples,No,Low,Low,High
Tarkarli Beach,Sindhudurg,February,Winter,Yes,Cool,High,Solo Travelers,No,Medium,Low,Low
Raigad Fort,Raigad,April,Summer,No,Hot,Low,Couples,No,Medium,Low,High
